name;Label;owner;affiliation;platform;type;start_time;Degree;indegree;outdegree;BetweennessCentrality
326;Apostrophe Mag;FAN;;INT;Webpage;04/09/2001;1;1;0;0,00
327;Kids;FAN;;INT;Webpage;04/09/2001;21;8;13;4,91
328;Eliza's Tearoom;;;INT;Webpage;04/09/2001;17;6;12;11,71
329;Sophia;;;INT;Webpage;04/09/2001;0;1;0;0,00
330;Graphics Challenge;FAN;;INT;Puzzle;04/09/2001;1;1;0;0,00
331;Headline Puzzle;FAN;;INT;Puzzle;04/09/2001;1;1;0;0,00
332;Nine to Five;FAN;;INT;Puzzle;04/09/2001;1;1;0;0,00
333;Birds;FAN;;INT;Puzzle;04/09/2001;1;1;0;0,00
334;Hint;FAN;;INT;Puzzle;04/09/2001;1;1;0;0,00
335;Search;FAN;;INT;Webpage;04/09/2001;12;7;5;0,00
336;Anti-Robot Riots in Ciudad Juarez;FAN;;INT;Webpage;04/09/2001;10;1;9;3,99
337;Pan-American Congress considers Mann Act II;FAN;;INT;Webpage;04/09/2001;10;2;8;0,95
338;Troubled AI at sleep clinic attacks BWU-NY systems;FAN;;INT;Webpage;04/09/2001;4;1;3;1,05
339;Cybertronics Corp webpage;;;INT;Webpage;04/09/2001;9;3;7;1,20
340;Books (BWUNN);FAN;;INT;Webpage;04/09/2001;8;0;8;0,00
341;Background1 (BWUNN);FAN;;INT;Webpage;04/09/2001;9;1;8;0,00
342;Weather (BWUNN);FAN;;INT;Webpage;04/09/2001;12;2;10;0,00
343;New bizrocket makes its debut;FAN;;INT;Webpage;04/09/2001;9;1;8;0,18
344;Subject: When is a red herring not?;LJS;Laia Joanna Salla;EMAIL;Email;05/01/2001;3;1;2;2,66
345;Red Herring webpage (OOG);;;INT;Webpage;04/24/2001;2;1;1;0,00
346;'Innovation' Page (hall of fame);;;INT;Webpage;04/24/2001;5;4;1;0,15
347;Members Only asp Page;;;INT;Webpage;05/01/2001;5;1;5;4,60
348;Kal-63 Memorial;;;INT;Webpage;05/01/2001;1;1;0;0,00
349;In our Defense;;;INT;Webpage;05/01/2001;2;1;1;0,91
350;Catalogs and Merchandise;;;INT;Webpage;05/01/2001;1;1;0;0,00
351;New UAN form;;;INT;Webpage;05/01/2001;2;1;1;0,44
352;Special Event Rally;;;INT;Webpage;05/01/2001;4;1;4;2,62
353;New UAN email;;;EMAIL;Email;05/01/2001;2;1;1;0,40
354;Spherewatch webpage;FAN;Fan;INT;Webpage;05/01/2001;12;6;6;2,08
355;Becoming page (Spherewatch);FAN;Fan;INT;Webpage;05/01/2001;4;4;0;0,00
356;What is Spherewatch?;FAN;Fan;INT;Webpage;05/01/2001;9;3;6;0,22
357;Who is Evan Chan?;FAN;Fan;INT;Webpage;05/01/2001;7;2;5;0,15
358;Members' Forum (Spherewatch);FAN;Fan;INT;Webpage;05/01/2001;1;1;0;0,00
359;Contact;FAN;Fan;INT;Webpage;05/01/2001;6;2;4;0,07
360;Member information (Spherewatch);FAN;Fan;INT;Webpage;05/01/2001;2;2;0;0,00
361;Cloudmakers;FAN;Fan;INT;Webpage;05/01/2001;1;1;0;0,00
362;Searcher Levels;FAN;Fan;INT;Webpage;05/01/2001;5;1;4;0,00
363;Jeanine Salla business card;JS;Jeanine Salla;RL;Object;04/30/2001;2;0;2;0,00
364;BWU Old Spanish Dust;;Jeanine Salla;INT;Webpage;05/01/2001;7;3;4;2,13
365;oneirophage.htm;JS;Jeanine Salla;INT;Post;05/01/2001;5;2;3;1,47
366;thestepself.htm;JS;Jeanine Salla;INT;Post;05/22/2001;2;1;1;0,13
367;vayu.htm;JS;Jeanine Salla;INT;Post;07/03/2001;1;1;0;0,00
368;Catskill Seaview Clinic;;;INT;Webpage;05/01/2001;6;3;3;1,53
369;FLETCHER CAPS MURDEROUS SEXBOT'S FLIGHT;;;INT;Webpage;05/01/2001;8;2;6;0,45
370;More about Diane Fletcher popup;;;INT;Webpage;05/01/2001;3;1;2;0,21
371;You don't have much luck keeping your birds caged, do you?;;;INT;Webpage;05/01/2001;1;1;0;0,00
372;"""As Dr. Salla's Administrative alleged Intelligence, it is my melancholy task to brush you off."" (Jeanine auto-responder)";JS;;EMAIL;Email;05/01/2001;3;2;1;1,50
373;"""Please enter your four digit code to check your messages... meat!""";JS;;RL;Sound;05/01/2001;3;2;1;0,15
374;"""You have one new message to ignore.""";JS;;RL;Sound;05/01/2001;1;1;0;0,00
375;LA Times Advert;;;RL;Object;05/06/2001;3;2;1;0,00
376;NYC ARM Rally;;;RL;Event;05/06/2001;7;3;4;0,88
377;LA ARM Rally;;;RL;Event;05/06/2001;6;3;3;0,29
378;Chicago ARM Rally;;;RL;Event;05/06/2001;7;4;3;0,29
379;Your ranking is: 2 Your 5th letter emails;;;EMAIL;Email;05/06/2001;6;1;6;0,58
381;ARM Rally Bandana;;;RL;Object;05/06/2001;3;3;0;0,00
382;ARM Rally leaflet;;;RL;Object;05/06/2001;6;3;3;0,15
384;http://www.unite-and-resist.org/14;;;INT;Puzzle;05/06/2001;4;2;2;0,05
386;http://www.unite-and-resist.org/3358;;;INT;Puzzle;05/06/2001;4;2;2;0,05
387;2nd puzzle (A2DHNC9A8EL7X8.asp);;;INT;Puzzle;05/06/2001;6;4;2;0,15
388;http://www.unite-and-resist.org/5657;;;INT;Puzzle;05/06/2001;3;1;2;0,05
389;ENGINER WANTED CYBERNETIC EXP. PRG. (Mirror message);;;RL;Object;05/06/2001;3;2;1;0,44
390;"JohnGalt@donu-tech.com ""Thanks for submitting your resume.""";;;EMAIL;Email;05/06/2001;2;1;1;0,29
391;Colossus by D. F. Jones;;;RL;Object;05/06/2001;1;1;0;0,00
392;Mortal Engine by Stansislaw Lem;;;RL;Object;05/06/2001;1;1;0;0,00
393;The Robots of Dawn by Isaac Asimov;;;RL;Object;05/06/2001;1;1;0;0,00
394;'Get a job' page;;;INT;Webpage;05/06/2001;2;1;1;0,00
395;RUR-14 puzzle (http://www.unite-and-resist.org/0-997B-1047-1-100-0-A.html);;;INT;Puzzle;05/06/2001;2;1;1;0,15
396;"""Subject: He ordered a replacement""";LJS;Laia Joanna Salla;EMAIL;Email;05/08/2001;2;1;1;2,36
397;Representative papers (JS department page);;Jeanine Salla;INT;Webpage;05/08/2001;8;2;6;0,81
398;Calendar (JS department page);;Jeanine Salla;INT;Webpage;05/08/2001;6;2;4;0,00
399;Sophia's Temple;;Sophia;INT;Webpage;05/08/2001;3;1;2;0,02
400;Eyes and login screen;;;RL;Photo;05/08/2001;56;5;51;11,16
401;[ivyanger.txt];;;INT;Post;05/08/2001;8;4;4;0,59
402;[Ivy - joy];;;INT;Post;05/08/2001;7;4;3;0,00
403;[Basta - anger];;;INT;Post;05/08/2001;7;4;3;0,00
404;[Ivy - sad];;;INT;Post;05/08/2001;7;4;3;0,00
405;[Allen Hobby - anger];;;INT;Post;05/08/2001;4;2;2;0,08
406;[Allen Hobby - guilt];;;INT;Post;05/08/2001;3;2;1;0,00
407;[Jeanine Salla - happy];;Jeanine Salla;INT;Post;05/08/2001;7;4;3;0,00
408;[Jeanine Salla - fear];;Jeanine Salla;INT;Post;05/08/2001;7;4;3;0,00
409;[Jeanine Salla - lust];;Jeanine Salla;INT;Post;05/08/2001;7;4;3;0,00
410;[Laia - guilt];;Laia Joanna Salla;INT;Post;05/08/2001;13;7;6;0,18
411;[Laia - fear];;Laia Joanna Salla;INT;Post;05/08/2001;5;3;2;0,00
412;[Laia - joy];;Laia Joanna Salla;INT;Post;05/08/2001;5;3;2;0,00
413;[Down and Out Café];;;INT;Webpage;04/09/2001;2;1;1;0,75
414;7 to 1 webpage;;;INT;Webpage;04/09/2001;6;3;3;0,23
415;Curious.html;;;INT;Post;04/09/2001;1;1;0;0,00
416;Laia-urgent.html;;;INT;Webpage;04/09/2001;2;1;1;0,01
417;7to1.html;;;INT;Puzzle;04/09/2001;1;1;0;0,00
418;[Jeanine Salla - anger];;Jeanine Salla;INT;Post;05/08/2001;2;1;1;0,00
419;[Evan Chan - fear];;Evan Chan;INT;Post;05/08/2001;5;4;1;0,00
420;[Venus - lust];;Venus;INT;Post;05/08/2001;6;3;3;0,00
421;[Evan Chan - anger];;Evan Chan;INT;Post;05/08/2001;6;3;3;0,00
422;[Evan's adultery];;Nancy Chan;INT;Photo;05/08/2001;7;4;3;0,00
423;[Red King - lust];;Red King;INT;Post;05/08/2001;10;5;5;6,09
424;[Red King - regret];;Red King;INT;Photo;05/08/2001;9;5;4;0,00
425;[Red King - fear];;Red King;INT;Post;05/08/2001;9;5;4;0,00
426;[Red King - anger];;Red King;INT;Post;05/08/2001;9;5;4;0,00
427;[Red King - happy];;Red King;INT;Post;05/08/2001;9;5;4;0,00
428;[Kent Whitman - fear];;Kent Whitman;INT;Post;05/08/2001;5;2;3;1,10
429;[Fidelio Belem - fear];;Fidelio Belem;INT;Post;05/08/2001;3;1;2;0,00
430;[Audrey Green - fear];;Audrey Green;INT;Post;05/08/2001;5;3;2;0,00
431;[Audrey Green - guilt];;Audrey Green;INT;Post;05/08/2001;5;3;2;0,00
432;[Audrey Green - anger];;Audrey Green;INT;Post;05/08/2001;6;3;3;0,04
433;[Eliza - fear];;Eliza;INT;Post;05/08/2001;4;2;2;0,02
434;[Eliza - sad];;Eliza;INT;Photo;05/08/2001;4;2;2;0,02
435;[Diane Fletcher - alert];;Diane Fletcher;INT;Post;05/08/2001;9;5;4;0,00
436;[Diane Fletcher - rage];;Diane Fletcher;INT;Post;05/08/2001;9;5;4;0,00
437;[Diane Fletcher - joy];;Diane Fletcher;INT;Post;05/08/2001;9;5;4;0,00
438;[Diane Fletcher - guilt];;Diane Fletcher;INT;Post;05/08/2001;9;5;4;0,00
439;[Diane Fletcher - fear];;Diane Fletcher;INT;Post;05/08/2001;9;5;4;0,00
440;NY Times Advert;;;RL;Object;05/08/2001;3;2;1;0,00
441;Kh1 webpage;RK;Red King;INT;Webpage;05/08/2001;1;1;0;0,00
442;Subject: Died;LJS;Laia Joanna Salla;EMAIL;Email;05/15/2001;2;1;1;2,22
445;(702) 387-3822 (Pia);;;RL;Sound;05/15/2001;2;1;1;0,02
446;Nancy's voicemail (plant voicemail);;;RL;Sound;05/15/2001;2;1;1;0,17
447;"""Pia says that she talked to Alexsi again,""";;;RL;Sound;05/15/2001;2;2;0;0,00
448;"Kate Nei ""fake"" case file";;Kate Nei;INT;Webpage;05/15/2001;2;2;0;0,00
449;"PACO ""This account has been disabled due to a security violation.""";;Audrey Green;INT;Webpage;05/15/2001;1;1;0;0,00
450;Kate Nei Disintegration;KN;Ivy;INT;Webpage;05/15/2001;2;1;1;0,17
451;"""This is Orelious over at apostrophe calling about the special screening""";JS;;RL;Sound;05/15/2001;1;1;0;0,00
452;Enrico Basta case file;;Enrico Basta;INT;Webpage;05/23/2001;1;1;0;0,00
453;Ivy's video (Basta's house);KN;Ivy;INT;Video;05/23/2001;1;1;0;0,00
454;Subject: They are talking overhead....;LJS;Laia Joanna Salla;EMAIL;Email;05/22/2001;2;1;1;2,10
455;Subject: Broke the Line;LJS;Laia Joanna Salla;EMAIL;Email;05/29/2001;3;1;2;1,98
456;Another Stone;LJS;Sencha;INT;Puzzle;05/29/2001;3;2;1;1,17
457;Altered, hacked page;;Loki;INT;Webpage;05/29/2001;1;1;0;0,00
458;"""We are not you.  You are physically fragile,""";;;INT;Post;05/29/2001;1;1;0;0,00
459;"Putting_it_all_together.txt (""Help us please"")";LJS;Laia Joanna Salla;EMAIL;Post;05/29/2001;1;1;0;0,00
461;Beelzebub email ('Help');;;EMAIL;Email;05/29/2001;1;0;3;0,00
462;Cloudmakers webpage;FAN;;INT;Webpage;04/09/2001;1;1;0;0,00
465;Invoice (Nostradamus);;Martin Swinton;INT;Webpage;05/29/2001;2;1;1;0,01
466;[Loki - nightmare];;Loki;INT;Video;05/08/2001;1;1;0;0,00
467;Subject: My last message;LJS;Laia Joanna Salla;EMAIL;Email;06/05/2001;2;1;1;1,71
468;Conversation of Brutus;RK;Brutus;INT;Webpage;06/05/2001;2;2;0;0,00
469;ARM coded page;;Red King;INT;Webpage;06/05/2001;1;1;0;0,00
470;Doomed soul puzzle (Domino);LJS;Sencha;INT;Puzzle;06/05/2001;3;2;1;0,15
471;[Special services] (Catskills Seaview Clinic);;;INT;Webpage;06/05/2001;2;1;1;0,38
472;[Hidden page] (Catskills Seaview Clinic);;;INT;Webpage;06/05/2001;2;1;1;0,21
473;[Patient files] (Catskills Seaview Clinic);;;INT;Webpage;06/05/2001;5;2;3;0,58
474;[Barret Howard files] (Catskills Seaview Clinic);;;INT;Webpage;06/05/2001;1;1;0;0,00
475;Brutus picture (Beate Bosch);;Brutus;INT;Photo;06/05/2001;1;1;0;0,00
476;Martin Swinton voicemail #1;MS;Diane Fletcher;RL;Sound;06/05/2001;2;1;1;1,00
477;Martin Swinton voicemail #2;MS;;RL;Sound;06/05/2001;3;1;2;0,86
478;Martin Swinton voicemail #3;MS;;RL;Sound;06/05/2001;2;1;1;0,21
479;Martin Swinton voicemail #4 (old);MS;Diane Fletcher;RL;Sound;06/05/2001;2;1;1;0,03
480;[Monica Swinton files] (Catskills Seaview Clinic);;Monica Swinton;INT;Webpage;06/05/2001;2;1;1;0,04
481;Products:Neural Data Control page (Cybertronics);;;INT;Webpage;06/05/2001;1;1;0;0,00
482;Research Division page (Cybertronics);;;INT;Webpage;06/05/2001;1;1;0;0,00
483;Employee Services page (Cybertronics);;;INT;Webpage;06/05/2001;2;1;1;0,29
484;News page (Cybertronics);;;INT;Webpage;06/05/2001;2;1;1;0,05
485;'How you can help' page (7to1);;;INT;Webpage;04/09/2001;1;1;0;0,00
486;Subject: Body, Bouquet, and Color;LJS;Laia Joanna Salla;EMAIL;Email;06/12/2001;2;1;1;1,59
487;'The Story So Far';;;INT;Webpage;06/12/2001;25;1;24;18,03
488;"""OK, the computer has tagged you""";LJS;Laia Joanna Salla;EMAIL;Email;06/12/2001;1;1;0;0,00
489;[Jackson White - fear];;Jackson White;INT;Post;06/12/2001;9;5;4;0,00
490;[Jackson White - happy];;Jackson White;INT;Post;06/12/2001;9;5;4;0,00
491;[Jackson White - sadness];;Jackson White;INT;Post;06/12/2001;9;5;4;0,00
492;[Jackson White - rage];;Jackson White;INT;Post;06/12/2001;15;5;10;0,05
493;[Jackson White - lust];;Jackson White;INT;Post;06/12/2001;9;5;4;0,00
494;[John Greenstreet - fear];;John Greenstreet;INT;Post;06/12/2001;11;6;5;0,04
495;[John Greenstreet - happy];;John Greenstreet;INT;Post;06/12/2001;10;6;4;0,00
496;[John Greenstreet - sadness];;John Greenstreet;INT;Post;06/12/2001;10;6;4;0,00
497;[John Greenstreet - rage];;John Greenstreet;INT;Post;06/12/2001;11;6;5;0,01
498;[John Greenstreet - lust];;John Greenstreet;INT;Post;06/12/2001;10;6;4;0,00
499;John Greenstreet case file;;John Greenstreet;INT;Webpage;06/12/2001;3;3;0;0,00
500;"""Is rounded with a sleep.""";;Martin Swinton;INT;Webpage;06/12/2001;1;1;0;0,00
501;"""Is rounded with a sleep""";;Martin Swinton;INT;Webpage;06/12/2001;1;1;0;0,00
502;"""Freedom hurts. Mine, yours, his.""";;Beate Bosch;INT;Post;06/12/2001;1;1;0;0,00
503;"""Turn about is fair play"" puzzle";;Diane Fletcher;INT;Puzzle;06/12/2001;2;1;1;0,22
504;/May_I/ page;;;INT;Webpage;06/12/2001;4;3;1;0,96
505;"""Swinton, you made yourself one hell of an enemy"" (Martin Swinton voicemail)";MS;Jim Wheeler;RL;Sound;06/15/2001;2;1;1;0,18
506;"""Mr. Swinton, Diane Fletcher here."" (Martin Swinton voicemail)";MS;Diane Fletcher;RL;Sound;06/15/2001;1;1;0;0,00
507;Origen image;;;INT;Photo;06/15/2001;3;2;1;0,06
508;8domicide8 page (SPCB);;Red King;INT;Webpage;06/15/2001;2;2;0;0,00
509;/SPID-BAH-42RKD1-H/ page (SPCB);;Red King;INT;Webpage;06/15/2001;3;3;0;0,00
510;Subject: Jeanine Salla is not used to being crossed...;LJS;Laia Joanna Salla;EMAIL;Email;06/19/2001;2;1;1;1,46
511;Watchtower Security webpage;;;INT;Webpage;06/15/2001;5;2;3;0,32
512;Watchtower Security photos;;;INT;Webpage;06/15/2001;1;1;0;0,00
513;"""enforce attention like deep harmony""";;Martin Swinton;INT;Webpage;06/19/2001;2;1;1;0,34
514;"""enforce attention like deep harmony.""";;Martin Swinton;INT;Webpage;06/19/2001;3;1;2;0,09
515;sleep.asp;;Martin Swinton;INT;Webpage;06/12/2001;3;3;0;0,00
516;6.18.2142.asp;;Martin Swinton;INT;Puzzle;06/19/2001;2;1;1;0,17
517;Catskill Seaview Clinic - Goose;;Monica Swinton;INT;Webpage;06/19/2001;2;2;0;0,00
518;SPCB bupstream.htm;;Red King;INT;Puzzle;06/19/2001;1;1;0;0,00
519;La Clinique de Lille ('Dossiers de Recherche Avancée');;;INT;Webpage;04/24/2001;3;2;1;0,16
520;La Clinique de Lille (Beverly Gilbert report);;;INT;Webpage;04/24/2001;1;1;0;0,00
521;Catskill Seaview Clinic - Nature;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,41
522;Catskill Seaview Clinic - Superior;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,03
523;Catskill Seaview Clinic - Teresa;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,02
524;Catskill Seaview Clinic - Hubbard;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,59
525;Catskill Seaview Clinic - Lode;;Monica Swinton;INT;Webpage;06/19/2001;1;0;1;0,00
526;Catskill Seaview Clinic - Courage;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,03
527;Catskill Seaview Clinic - Russia;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,22
528;Catskill Seaview Clinic - Whistlers;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,01
529;Catskill Seaview Clinic - Necessity;;Monica Swinton;INT;Webpage;06/19/2001;2;1;1;0,78
530;Subject: stuck;LJS;Laia Joanna Salla;EMAIL;Email;06/26/2001;3;1;2;1,32
531;Image of a bill;LJS;Red King;EMAIL;Photo;06/26/2001;3;1;2;0,37
532;(212) 613-1632 Mike Royal;MR;Mike Royal;RL;Sound;06/26/2001;7;1;6;0,07
533;"""This is Statue Security. Everything is under control.""";MR;Mike Royal;RL;Sound;06/26/2001;2;2;0;0,00
534;[Mike Royal - fear];;Mike Royal;INT;Post;06/26/2001;10;6;4;0,00
535;[Mike Royal - lust];;Mike Royal;INT;Post;06/26/2001;10;6;4;0,00
536;[Mike Royal - sadness];;Mike Royal;INT;Post;06/26/2001;10;6;4;0,00
537;[Mike Royal - anger];;Mike Royal;INT;Post;06/26/2001;10;6;4;0,00
538;[Mike Royal - happy];;Mike Royal;INT;Post;06/26/2001;10;6;4;0,00
539;God page (SPCB);;Red King;INT;Webpage;06/26/2001;1;1;0;0,00
540;thief.asp;LJS;Sencha;INT;Puzzle;06/26/2001;1;1;0;0,00
541;"""and less than kind""";;Martin Swinton;INT;Webpage;06/26/2001;2;1;1;0,23
542;"""and less than kind.""";;Martin Swinton;INT;Webpage;06/26/2001;2;1;1;0,09
543;6.25.2142.asp;;Martin Swinton;INT;Puzzle;06/26/2001;2;1;1;0,06
544;Investor Relations (actual page);;;INT;Webpage;06/26/2001;1;1;0;0,00
545;Private Files (Watchtower Security);;;INT;Webpage;06/26/2001;2;2;0;0,00
546;Tower.html (electric toyland);;;INT;Webpage;06/26/2001;2;1;1;0,04
547;"""Good evening, meat. The year is 2142, and we are done with you.""";;;RL;Sound;06/26/2001;2;1;1;0,15
548;"""Good work, Oliver. With your help, we can finally bring the battle to the metal-head on his own turf.""";;;RL;Sound;06/26/2001;1;1;0;0,00
549;C. Gilbert input page (Cybertronics);;;INT;Webpage;06/26/2001;2;1;1;0,15
550;"""5/12/'98  banner day""";;;INT;Post;06/26/2001;2;1;1;0,00
551;"""thou shalt not escape calumny";;Martin Swinton;INT;Webpage;07/03/2001;1;1;0;0,00
552;letter from Claude's lawyers;;Martin Swinton;INT;Webpage;07/03/2001;2;1;1;0,17
553;alternative letter from Claude's lawyers;;Martin Swinton;INT;Webpage;07/03/2001;1;1;0;0,00
554;Letter sent by Georg;;;INT;Webpage;07/03/2001;2;1;1;0,03
555;onlythefirststep.html;;;INT;Webpage;07/03/2001;7;1;6;0,00
556;"""You don't have much luck keeping your birds caged, do you?"" popup";;;INT;Webpage;07/03/2001;2;1;1;0,15
557;Badmetal webpage;;;INT;Webpage;07/03/2001;1;1;0;0,00
558;Subject: me;LJS;Laia Joanna Salla;EMAIL;Email;07/03/2001;3;1;2;0,65
559;Jeanine Salla case file;;Jeanine Salla;INT;Webpage;07/03/2001;4;3;1;0,07
560;1.htm;;;INT;Webpage;07/03/2001;4;2;2;1,08
561;2.htm;;;INT;Webpage;07/03/2001;2;1;1;0,75
562;3.htm;;;INT;Webpage;07/03/2001;2;1;1;0,61
563;4.htm;;;INT;Webpage;07/03/2001;2;1;1;0,47
564;5.htm;;;INT;Webpage;07/03/2001;2;1;1;0,32
565;6.htm;;;INT;Webpage;07/03/2001;2;1;1;0,18
566;7.htm;;;INT;Webpage;07/03/2001;2;1;1;0,03
567;Jane Doe case file;;Jeanine Salla;INT;Webpage;07/03/2001;2;1;1;0,02
568;Teddy sound file / call;;;RL;Sound;07/06/2001;1;0;1;0,00
569;"""I'm so glad you've come.""";;;INT;Webpage;07/06/2001;1;1;0;0,00
570;Subject: Fwd: in this case, not quite laia;LJS;Red King;EMAIL;Email;07/10/2001;3;1;2;0,48
571;After page (SPCB);;Red King;INT;Webpage;07/10/2001;1;1;0;0,00
572;[Geri Khan files] (Catskills Seaview Clinic);;;INT;Webpage;06/05/2001;1;1;0;0,00
573;"""Monica Monica fly from your home! Your brain is on fire and your changeling is gone. Monica, Monica now you are two. To take care of David, I made one of you.""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
574;"""A diller, a dollar, a hundred-year scholar.""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
575;"""Oh where are you going with Hobby's AI?""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
576;"""Who killed Allen Hobby?""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
577;"""Georgy-Porgy, faithless AI.""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
578;"""Seas that are hot, seas that are cold,""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
579;"""I'm a little labtech, short and stout.""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
580;"""Geri? Geeeerrrrrrrrrrrrrrriiii.""";;Eliza;INT;Sound;07/10/2001;2;2;0;0,00
582;"""What were we doing searching for David under your name?""";MS;;RL;Sound;07/10/2001;1;1;0;0,00
583;Password prompt popup (Nancy's page);;;INT;Webpage;07/10/2001;3;2;1;0,15
584;Letter from Nancy to Laia;;;INT;Webpage;07/10/2001;1;1;0;0,00
585;Svetlana's personal page;;;INT;Webpage;07/13/2001;2;2;0;0,00
586;Crash analysis lab (Watchtower Security);;;INT;Puzzle;07/13/2001;2;2;0;0,00
587;[candy.htm] (Cybertronics);;;INT;Webpage;04/09/2001;2;2;0;0,00
588;[accept.htm] (Cybertronics);;;INT;Webpage;04/09/2001;1;1;0;0,00
589;[ahobby.htm] (Cybertronics);;;INT;Webpage;04/09/2001;3;2;1;0,08
591;Martin Swinton slideshow (nor witch hath power to charm);;Martin Swinton;INT;Photo;07/13/2001;1;1;0;0,00
592;Subject: Cloudmaker, Nancy, GARDEN GNOME?;LJS;Laia Joanna Salla;EMAIL;Email;07/17/2001;2;1;1;0,16
593;"""play on""";;Martin Swinton;INT;Post;07/17/2001;1;1;0;0,00
594;Café pop-up (Down and Out Café);;;INT;Webpage;07/17/2001;2;1;1;0,60
595;Bathroom page (Down and Out Café);;;INT;Puzzle;07/17/2001;2;1;1;0,45
596;Drowned Lands café for tweakers (Down and Out Café);;;INT;Webpage;07/17/2001;2;1;1;0,30
597;Drowned Lands menu (Down and Out Café);;;INT;Webpage;07/17/2001;2;1;1;0,15
598;Ruf Justice video (Down and Out Café);;;INT;Video;07/17/2001;1;1;0;0,00
599;this1.htm (In memoriam);LJS;;INT;Webpage;07/17/2001;3;1;2;0,73
600;Cut of the Void entering puzzle;;;INT;Puzzle;07/17/2001;3;2;1;0,44
601;Go puzzle;;;INT;Puzzle;07/17/2001;2;1;1;0,00
602;Cut of the Void webpage;;;INT;Webpage;07/17/2001;2;1;1;0,30
603;Orikaeshigitae picture (Cut of the Void);;;INT;Puzzle;07/17/2001;2;1;1;0,15
604;tanto.htm (Jeanine Salla page);JS;Sencha;INT;Webpage;07/17/2001;1;1;0;0,00
605;http://www.spcb.org/p/;;Red King;INT;Webpage;07/17/2001;2;1;1;1,31
606;http://www.spcb.org/p/r/o/p/;;Red King;INT;Webpage;07/17/2001;2;1;1;1,17
607;http://www.spcb.org/p/r/o/p/a/g/a/t/e/;;Red King;INT;Webpage;07/17/2001;2;1;1;1,03
608;http://www.spcb.org/p/r/o/p/a/g/a/t/i/n/g/;;Red King;INT;Webpage;07/17/2001;2;1;1;0,89
609;http://www.spcb.org/p/r/o/p/a/g/a/n/d/a/;;Red King;INT;Webpage;07/17/2001;2;1;1;0,75
610;http://www.spcb.org/a/n/d/;;Red King;INT;Webpage;07/17/2001;2;1;1;0,60
611;http://www.spcb.org/c/;;Red King;INT;Webpage;07/17/2001;2;1;1;0,45
612;http://www.spcb.org/c/h/a/t/;;Red King;INT;Webpage;07/17/2001;2;1;1;0,30
613;http://www.spcb.org/c/h/a/t/t/y/;;Red King;INT;Webpage;07/17/2001;2;1;1;0,15
614;http://www.spcb.org/c/h/a/t/t/e/l/;;Red King;INT;Puzzle;07/17/2001;1;1;0;0,00
615;Make a Beautiful Land popup;;;INT;Webpage;07/17/2001;5;3;2;0,16
616;Make a Beautiful Land puzzle;;;INT;Puzzle;07/17/2001;2;2;0;0,00
617;"""is silence""";;Martin Swinton;INT;Post;07/20/2001;1;1;0;0,00
618;"[Cloudmaker - ] ""under no fond dune one found our eon drone""";;;INT;Webpage;07/20/2001;2;1;1;0,06
619;Clay.html (Laia's page);;;INT;Webpage;07/20/2001;2;1;1;0,20
620;"""Founder"" page (Make a Beautiful Land)";;;INT;Webpage;07/20/2001;1;1;0;0,00
621;"""whI stik 2 sownd?"" (Unite and Resist popup)";;Geri Khan;INT;Webpage;07/20/2001;11;6;5;0,34
622;"""Evry jelyhed part uv biliunz"" (7to1 popup)";;Geri Khan;INT;Webpage;07/20/2001;11;6;5;0,03
623;"""I lisnd 2 wh@ the bOt wz"" (Kate Nei popup)";;Geri Khan;INT;Webpage;07/20/2001;11;6;5;0,05
624;"""ned 2 stir the pot, stir the pot. Stormz."" (Catskill popup)";;Geri Khan;INT;Webpage;07/20/2001;11;6;5;0,06
625;"""don't_2 prop a gAt. 1 jelyhed = 25x"" (Martin Swinton popup)";;Geri Khan;INT;Webpage;07/20/2001;11;6;5;0,01
626;"""Cook them! COOK THEM FRUM SPAS!"" (Metropolitan Living Homes popup)";;Geri Khan;INT;Webpage;07/20/2001;11;6;5;0,17
627;Poli Pulse webpage;;;INT;Webpage;07/20/2001;8;6;2;0,30
628;About (Poli Pulse);;;INT;Webpage;07/20/2001;3;2;1;0,00
630;Exit Poll Results (Poli Pulse);;;INT;Webpage;07/20/2001;3;1;2;0,00
631;Subject: Surfacing;LJS;Puppetmasters;EMAIL;Email;07/23/2001;1;1;0;0,00
581;"""Basta's lover is fair of face";;Eliza;;;;2;2;;0,00
297;"""Sorry about the sudden sign-off earlier today";;Laia Joanna Salla;;;;2;1;;2,79
